,bidir,numFC,numRNN,sizeFC,dropout,sizeRNN,weighted,whichFFT,batch_size,customLoss,initial_lr,remove_mean,weight_decay,whichDataset,whichDisplacement,replace_nan_by_min
535,True,1,1,64,0.0901969388293863,32,True,False,256,False,0.001,False,0.001,ratioNorm,displacement,False
536,True,1,2,64,0.13218997298287077,64,False,True,128,False,0.001,False,0.001,ratio,displacement,False
537,False,2,1,32,0.08686505100719868,8,False,False,2048,False,0.001,False,0.0001,ratio,displacement,False
538,True,1,2,16,0.0671356381111261,8,False,False,2048,False,0.001,False,0.0001,ratioNorm,xyPosition,False
539,True,3,2,64,0.08640898907590128,8,False,True,2048,False,0.001,False,0.0001,ratioNorm,xyPosition,False
540,True,1,3,16,0.18943062036582323,8,False,True,2048,False,0.001,False,1e-05,ratio,displacement,False
541,False,1,3,8,0.14152288388290402,64,True,True,256,False,0.01,False,0.001,ratio,xyPosition,True
542,True,2,3,8,0.16918222386752657,16,False,False,4096,False,0.01,False,0.0001,indiv,displacement,False
543,True,1,3,8,0.05382677989652934,16,True,False,256,False,0.001,False,0.001,ratio,xyPosition,True
544,True,2,1,64,0.19349241817527413,8,True,True,256,False,0.01,False,1e-05,ratioNorm,displacement,True
545,False,1,3,32,0.16762803961047495,64,True,True,2048,False,0.001,False,1e-05,ratio,xyPosition,False
546,False,3,1,64,0.15865142240686508,64,False,True,1024,False,0.01,False,0.0001,indiv,xyPosition,False
547,True,3,3,32,0.16311725837843705,16,True,False,128,False,0.01,False,0.001,ratio,xyPosition,False
548,True,2,3,32,0.13860788136791485,64,False,True,2048,False,0.001,False,1e-05,ratio,xyPosition,True
549,False,2,3,32,0.08494918466482632,32,False,True,256,False,0.01,False,0.001,ratioNorm,xyPosition,False
550,True,1,3,8,0.10426863099748104,16,False,False,4096,False,0.001,False,0.0001,ratio,displacement,True
551,True,3,2,16,0.14988962989136717,8,True,True,2048,False,0.001,False,1e-05,ratio,xyPosition,False
552,False,1,3,16,0.11023677867381056,32,True,False,4096,False,0.01,False,1e-05,indiv,displacement,True
553,False,2,2,32,0.07569747131469867,16,True,False,256,False,0.01,False,0.0001,ratio,displacement,True
554,True,2,1,8,0.12228606570958066,64,True,True,215,False,0.01,False,0.001,ratioNorm,displacement,False
555,True,1,1,32,0.06794285109950134,16,True,True,4096,False,0.01,False,0.0001,indiv,xyPosition,False
556,False,3,2,8,0.19507301846926045,64,False,False,4096,False,0.001,False,1e-05,indiv,xyPosition,False
557,True,2,1,16,0.1507167769937417,8,False,False,2048,False,0.001,False,0.0001,ratioNorm,xyPosition,False
558,True,3,3,64,0.11095374523060238,64,True,False,1024,False,0.01,False,0.001,ratioNorm,displacement,True
559,True,1,3,64,0.13044437609339982,32,False,False,215,False,0.01,False,0.001,indiv,xyPosition,False
560,True,1,1,8,0.14734994926864065,32,True,True,128,False,0.001,False,1e-05,ratio,xyPosition,True
561,True,3,1,8,0.1527928239259014,16,True,True,128,False,0.001,False,0.001,ratioNorm,xyPosition,True
562,True,3,2,64,0.1619696817510998,16,True,False,128,False,0.001,False,0.001,ratio,xyPosition,True
563,True,1,2,8,0.08843187508198305,8,True,True,4096,False,0.001,False,0.001,indiv,displacement,False
564,True,1,1,64,0.09544436576583128,64,False,True,1024,False,0.01,False,0.001,ratio,xyPosition,True
565,True,2,2,16,0.1864008897308661,64,False,False,4096,False,0.01,False,0.001,ratio,xyPosition,False
566,True,2,3,32,0.12954353736202312,8,False,True,4096,False,0.01,False,0.0001,indiv,displacement,True
567,False,2,1,32,0.11534019430057066,64,True,True,215,False,0.001,False,0.0001,indiv,xyPosition,True
568,False,1,3,8,0.07323361879413359,64,False,True,4096,False,0.01,False,0.0001,ratioNorm,xyPosition,False
569,False,1,1,64,0.14436270401600576,32,True,False,4096,False,0.001,False,0.001,ratio,xyPosition,True
570,True,2,1,64,0.05470956380704308,64,False,True,1024,False,0.01,False,0.001,ratio,displacement,False
571,False,1,3,64,0.1604115053562083,8,False,False,256,False,0.001,False,0.0001,indiv,xyPosition,False
572,True,2,3,16,0.1811830798928683,16,True,False,2048,False,0.01,False,0.0001,ratio,xyPosition,True
573,True,3,2,32,0.0772803998250921,16,False,False,1024,False,0.001,False,0.001,indiv,displacement,True
574,False,3,3,32,0.07069641132751237,64,False,False,256,False,0.001,False,0.0001,indiv,xyPosition,False
575,True,1,1,32,0.06631954557055518,16,False,False,1024,False,0.001,False,1e-05,ratioNorm,xyPosition,True
576,False,1,2,8,0.08819748745028964,8,True,False,128,False,0.001,False,1e-05,ratioNorm,displacement,True
577,False,3,1,8,0.19876152689542503,64,False,True,128,False,0.01,False,0.001,ratio,xyPosition,False
578,True,3,3,32,0.1988531403447661,64,False,True,4096,False,0.001,False,0.0001,indiv,xyPosition,True
579,True,1,1,32,0.09420526380427265,8,True,False,4096,False,0.001,False,1e-05,ratioNorm,displacement,False
580,True,3,1,64,0.15776403488950053,16,False,False,2048,False,0.01,False,0.001,ratioNorm,displacement,False
581,True,2,1,32,0.17079328143800393,32,True,True,215,False,0.001,False,0.0001,ratioNorm,xyPosition,True
582,True,1,1,64,0.10784117139444954,16,False,True,2048,False,0.001,False,1e-05,ratio,displacement,True
583,True,1,3,64,0.09333414206919972,8,True,True,4096,False,0.01,False,0.0001,indiv,xyPosition,True
584,True,2,1,32,0.18896848001607777,64,False,False,2048,False,0.01,False,1e-05,ratioNorm,displacement,False
585,False,2,1,8,0.06458138478663458,32,True,True,256,False,0.01,False,0.0001,indiv,xyPosition,True
586,True,1,2,8,0.19786675182605873,8,False,False,128,False,0.01,False,1e-05,ratioNorm,xyPosition,True
587,False,3,2,32,0.05365207225239868,32,False,False,256,False,0.01,False,1e-05,ratioNorm,displacement,False
588,False,3,1,32,0.19909244371192691,8,True,True,1024,False,0.01,False,0.0001,ratioNorm,displacement,True
589,True,1,2,16,0.15924053579596045,16,False,False,1024,False,0.01,False,0.001,ratio,displacement,True
590,False,1,2,32,0.08134904789180769,32,True,True,128,False,0.01,False,0.0001,indiv,xyPosition,False
591,False,1,3,8,0.13987889839803638,8,True,False,215,False,0.01,False,1e-05,ratio,displacement,True
592,False,1,2,16,0.16869616354526823,64,False,False,2048,False,0.01,False,0.001,ratioNorm,displacement,True
593,False,1,3,16,0.10627946505388255,64,True,True,256,False,0.001,False,0.0001,ratio,xyPosition,False
594,False,2,2,32,0.1122050004020018,16,False,False,256,False,0.001,False,1e-05,indiv,xyPosition,True
595,True,3,2,8,0.13124759597565355,16,True,False,215,False,0.01,False,0.001,ratio,displacement,False
596,False,2,2,16,0.18736215191415329,16,True,False,1024,False,0.001,False,0.0001,ratioNorm,displacement,True
597,False,3,1,32,0.05201563716850035,64,True,True,2048,False,0.001,False,0.0001,ratio,displacement,False
598,True,3,2,8,0.18869623462798407,8,False,True,1024,False,0.01,False,1e-05,indiv,xyPosition,True
599,True,1,3,16,0.10115861083573036,16,False,True,4096,False,0.001,False,1e-05,indiv,displacement,False
600,True,1,1,32,0.16248969860302193,16,True,True,215,False,0.001,False,0.0001,indiv,displacement,False
601,False,2,1,64,0.07983603151742813,16,False,True,4096,False,0.001,False,1e-05,ratioNorm,xyPosition,True
602,True,3,1,8,0.14448957377265384,8,False,True,1024,False,0.001,False,0.0001,ratioNorm,displacement,True
603,False,2,1,16,0.11665658769783167,16,True,True,256,False,0.001,False,1e-05,ratio,displacement,True
604,True,3,3,8,0.07541187999634075,8,False,False,2048,False,0.01,False,0.001,indiv,xyPosition,False
605,True,2,3,64,0.14777153262609508,64,False,True,215,False,0.01,False,0.0001,indiv,xyPosition,False
606,True,2,2,8,0.19092001100555211,16,False,False,2048,False,0.001,False,0.0001,ratioNorm,displacement,True
607,True,1,2,32,0.1778431540310747,64,False,False,4096,False,0.001,False,1e-05,indiv,xyPosition,False
608,False,3,3,64,0.09284444154021326,8,False,True,256,False,0.001,False,0.0001,ratio,displacement,True
609,True,2,3,32,0.13068961955897615,8,False,False,2048,False,0.01,False,0.001,ratio,xyPosition,True
610,True,2,3,16,0.08322459869778544,32,True,False,215,False,0.01,False,0.0001,ratioNorm,displacement,False
611,True,1,1,8,0.1650095552932359,32,True,True,2048,False,0.01,False,0.0001,ratio,xyPosition,False
612,True,2,1,32,0.10120354410555474,8,True,True,256,False,0.001,False,0.0001,ratio,xyPosition,True
613,True,2,2,16,0.09538636715701268,16,False,True,256,False,0.001,False,0.0001,ratioNorm,xyPosition,False
614,False,1,3,64,0.08275444267017937,16,False,False,1024,False,0.01,False,0.0001,ratio,displacement,True
615,False,1,1,32,0.18004594999014306,64,True,True,128,False,0.001,False,0.0001,ratio,xyPosition,False
616,False,1,3,32,0.12483779044286016,32,True,True,128,False,0.01,False,0.0001,indiv,displacement,False
617,False,2,1,16,0.15911557166002427,16,False,True,4096,False,0.01,False,1e-05,ratioNorm,displacement,False
618,True,1,1,64,0.08551979142694935,16,False,False,4096,False,0.01,False,0.001,ratioNorm,displacement,False
619,False,2,1,32,0.1843213872847873,16,True,False,4096,False,0.001,False,0.0001,ratio,xyPosition,False
620,True,1,3,8,0.17606038024649306,64,True,True,128,False,0.01,False,0.001,ratio,xyPosition,True
621,False,2,3,8,0.10294665350529436,64,False,True,4096,False,0.001,False,0.0001,indiv,displacement,True
622,True,3,1,16,0.1020548669535684,64,True,False,215,False,0.01,False,1e-05,ratio,xyPosition,False
623,False,3,1,32,0.07232786401746107,16,True,False,215,False,0.01,False,0.001,indiv,displacement,False
624,True,2,1,32,0.10978896223600008,32,False,True,256,False,0.01,False,0.001,ratioNorm,xyPosition,True
625,True,3,2,64,0.1584940924259331,16,True,False,1024,False,0.001,False,0.001,ratio,displacement,True
626,False,1,2,64,0.17865436297170262,16,True,True,128,False,0.001,False,1e-05,indiv,displacement,True
627,False,1,1,8,0.1667501444796712,16,True,True,215,False,0.01,False,0.001,ratio,displacement,False
628,True,3,3,8,0.07828329184233779,16,True,True,2048,False,0.01,False,0.001,indiv,displacement,False
629,True,2,3,8,0.16588514530164675,32,False,False,1024,False,0.001,False,1e-05,ratio,displacement,True
630,False,2,3,64,0.16055403497486742,32,True,True,4096,False,0.001,False,0.001,ratio,xyPosition,True
631,False,3,3,32,0.1707366799450208,64,False,False,128,False,0.01,False,0.0001,ratioNorm,displacement,False
632,False,2,2,64,0.18933691730879837,64,True,False,1024,False,0.01,False,1e-05,indiv,xyPosition,False
633,True,2,3,64,0.13071970049071713,32,True,True,4096,False,0.01,False,1e-05,ratio,displacement,False
634,False,3,2,8,0.19342460194202876,8,True,True,256,False,0.01,False,0.001,ratio,displacement,False
635,False,1,3,64,0.07192926504343992,64,False,True,4096,False,0.01,False,0.0001,ratioNorm,xyPosition,True
636,True,1,1,64,0.07005770277940317,64,False,True,215,False,0.001,False,1e-05,indiv,displacement,True
637,True,3,3,32,0.11168459323568689,32,False,False,2048,False,0.01,False,0.001,ratio,displacement,False
638,False,2,2,8,0.0728255314549415,32,True,False,4096,False,0.001,False,0.001,ratioNorm,displacement,True
639,True,3,1,32,0.17050638349034636,16,True,False,215,False,0.001,False,0.0001,ratioNorm,xyPosition,False
640,False,1,3,64,0.053028068889759486,16,True,True,2048,False,0.01,False,0.001,ratio,xyPosition,True
641,True,2,1,8,0.1905539625890449,16,True,False,1024,False,0.01,False,0.001,indiv,xyPosition,True
642,True,2,3,64,0.16707174042608056,32,True,False,128,False,0.01,False,1e-05,ratioNorm,xyPosition,False
643,True,2,1,32,0.14586196248581232,64,False,False,4096,False,0.001,False,0.0001,ratioNorm,displacement,True
644,False,3,1,16,0.10755870410535216,8,True,False,2048,False,0.01,False,0.001,indiv,displacement,True
645,True,1,3,8,0.15452176981789295,64,True,False,1024,False,0.001,False,1e-05,ratio,displacement,True
646,True,1,3,8,0.07862253669576016,64,True,False,128,False,0.001,False,0.0001,indiv,xyPosition,False
647,True,2,1,8,0.1105603219160934,8,True,False,2048,False,0.01,False,0.001,indiv,displacement,False
648,False,1,1,64,0.18180429171189977,64,False,True,1024,False,0.001,False,0.001,ratioNorm,displacement,False
649,True,1,3,8,0.07318770339379997,64,True,False,2048,False,0.001,False,1e-05,ratio,displacement,False
650,False,2,1,8,0.05591268080533434,8,False,False,128,False,0.001,False,0.0001,indiv,xyPosition,True
651,True,3,2,16,0.093816575496919,16,True,False,1024,False,0.01,False,1e-05,indiv,displacement,False
652,False,2,3,32,0.0930790944185218,16,True,False,1024,False,0.001,False,0.0001,ratioNorm,xyPosition,False
653,True,1,3,64,0.11176438113949996,32,False,False,4096,False,0.001,False,0.001,ratio,xyPosition,False
654,True,1,2,64,0.15942826563088347,32,False,False,4096,False,0.01,False,1e-05,indiv,xyPosition,True
655,False,1,2,32,0.11702658677621464,8,True,False,256,False,0.01,False,1e-05,indiv,xyPosition,True
656,False,3,3,32,0.09641536654123424,8,True,False,128,False,0.01,False,1e-05,ratioNorm,xyPosition,True
657,True,2,1,64,0.1059694365885132,8,True,True,1024,False,0.001,False,0.0001,indiv,xyPosition,True
658,True,3,1,32,0.07497894590705395,8,False,False,1024,False,0.01,False,1e-05,ratioNorm,xyPosition,False
659,False,2,2,8,0.16933795960076456,16,True,False,128,False,0.01,False,1e-05,ratioNorm,xyPosition,False
660,False,3,3,16,0.10947304052932996,8,False,True,215,False,0.001,False,0.0001,ratio,xyPosition,True
661,False,3,1,64,0.07866992692860708,8,False,True,128,False,0.01,False,0.0001,indiv,displacement,True
662,True,2,1,64,0.06643591608175738,32,True,True,1024,False,0.001,False,1e-05,ratio,xyPosition,True
663,False,1,3,8,0.054041773051148406,8,True,True,128,False,0.01,False,1e-05,indiv,displacement,True
664,False,2,3,32,0.11982640454594012,16,True,True,256,False,0.01,False,0.001,indiv,displacement,False
665,True,2,3,16,0.05143945856977952,32,True,True,215,False,0.01,False,0.001,indiv,displacement,True
666,True,2,3,32,0.0838949820288083,64,True,False,215,False,0.01,False,1e-05,indiv,displacement,True
667,True,3,2,8,0.13220128127448688,64,True,False,4096,False,0.001,False,0.0001,ratioNorm,xyPosition,True
668,False,2,2,8,0.050151121841160835,8,True,False,4096,False,0.01,False,0.0001,indiv,xyPosition,False
669,True,3,3,64,0.15640988614354115,16,True,False,128,False,0.001,False,1e-05,ratio,displacement,False
670,True,3,1,16,0.11131533881534723,64,False,False,4096,False,0.01,False,0.001,indiv,xyPosition,False
671,True,2,2,32,0.11412021205014423,16,True,False,1024,False,0.001,False,1e-05,ratio,displacement,True
672,True,3,2,16,0.18346498305876052,32,True,False,215,False,0.01,False,0.0001,ratio,displacement,True
673,True,2,1,16,0.09773983791907934,8,False,True,128,False,0.01,False,1e-05,ratio,displacement,False
674,False,3,2,8,0.18489895417102276,16,True,False,128,False,0.001,False,0.001,ratio,xyPosition,True
675,False,1,1,8,0.056336923420462155,64,True,False,256,False,0.01,False,1e-05,indiv,displacement,False
676,True,2,1,16,0.19650941294410015,8,False,False,1024,False,0.001,False,0.0001,ratioNorm,xyPosition,True
677,True,1,2,16,0.06683698203595463,64,True,False,215,False,0.001,False,1e-05,ratioNorm,displacement,True
678,False,1,3,16,0.12447755097893448,32,True,True,215,False,0.01,False,1e-05,indiv,displacement,False
679,False,1,1,32,0.14606010888737253,32,True,True,4096,False,0.001,False,0.001,ratioNorm,xyPosition,True
680,True,2,2,32,0.1441780831367545,8,False,False,215,False,0.001,False,0.001,indiv,xyPosition,True
681,True,1,2,64,0.13876784609327392,16,False,False,128,False,0.001,False,0.001,ratio,displacement,True
682,True,3,1,64,0.13833709496874042,16,False,True,1024,False,0.001,False,0.001,indiv,displacement,False
683,False,3,3,32,0.085288434668776,64,False,False,215,False,0.001,False,1e-05,ratioNorm,xyPosition,False
684,True,1,3,16,0.14483153254629832,16,False,True,4096,False,0.001,False,0.001,ratioNorm,xyPosition,False
685,False,3,1,64,0.11810316945572288,16,True,True,4096,False,0.001,False,0.0001,indiv,displacement,False
686,False,3,2,32,0.09265467182653672,64,False,False,256,False,0.001,False,1e-05,ratioNorm,displacement,False
687,True,3,1,16,0.10942267144366644,64,False,True,2048,False,0.001,False,0.001,ratio,xyPosition,False
688,False,1,3,32,0.13004883987729787,64,True,True,2048,False,0.001,False,0.001,ratioNorm,displacement,True
689,False,1,1,64,0.05166803925716782,32,False,False,128,False,0.01,False,0.001,ratioNorm,displacement,True
690,True,1,2,8,0.1968492525231052,64,False,False,128,False,0.01,False,0.0001,ratio,xyPosition,True
691,True,2,2,8,0.19782011381598036,16,False,True,4096,False,0.001,False,0.0001,ratio,displacement,True
692,True,1,3,16,0.10321870929991528,8,True,False,256,False,0.01,False,1e-05,ratioNorm,displacement,False
693,True,2,2,8,0.1628740397964556,64,True,True,256,False,0.01,False,0.001,ratio,xyPosition,False
694,False,3,3,32,0.07190037842387115,64,False,True,128,False,0.001,False,1e-05,indiv,displacement,True
695,True,3,1,8,0.15057661101412972,64,False,True,4096,False,0.001,False,0.001,indiv,xyPosition,False
696,False,2,3,64,0.1306655751118813,8,True,False,1024,False,0.01,False,0.0001,ratioNorm,xyPosition,True
697,True,3,3,64,0.12496400881785534,8,True,False,1024,False,0.001,False,0.001,indiv,xyPosition,True
698,True,2,2,32,0.13030686107001388,32,True,False,1024,False,0.001,False,1e-05,ratio,xyPosition,False
699,False,1,2,64,0.07938318116621068,32,False,False,1024,False,0.001,False,1e-05,ratioNorm,xyPosition,True
700,False,2,2,16,0.1829626428414906,16,True,True,1024,False,0.001,False,0.0001,ratioNorm,displacement,True
701,False,2,1,8,0.0932197597050955,8,False,False,215,False,0.01,False,0.001,indiv,displacement,True
702,True,2,2,16,0.11571151245600536,16,False,True,4096,False,0.001,False,1e-05,ratio,xyPosition,True
703,False,3,2,8,0.18628869264191927,32,True,True,1024,False,0.001,False,0.0001,ratio,displacement,True
704,False,3,1,32,0.08968705282785008,64,False,True,215,False,0.01,False,1e-05,indiv,xyPosition,False
705,False,1,1,64,0.16376430021090782,16,False,True,1024,False,0.001,False,0.0001,ratio,displacement,False
706,False,1,1,8,0.1678790400166877,8,True,True,1024,False,0.01,False,0.001,indiv,xyPosition,True
707,True,1,1,8,0.14534301891081342,16,True,False,215,False,0.001,False,0.0001,ratio,xyPosition,True
708,False,1,3,64,0.18691943575591857,64,False,True,4096,False,0.01,False,1e-05,indiv,displacement,False
709,False,3,3,64,0.1705738819868362,16,False,False,256,False,0.001,False,0.001,ratioNorm,displacement,True
710,True,3,1,64,0.11330911688687188,8,False,False,128,False,0.001,False,0.0001,indiv,displacement,False
711,False,1,3,8,0.061851623301745776,64,False,True,215,False,0.001,False,0.001,indiv,xyPosition,False
712,True,2,1,8,0.09905418216969997,8,False,True,1024,False,0.01,False,1e-05,ratio,displacement,True
713,True,1,3,64,0.11971654213207764,8,True,False,215,False,0.001,False,1e-05,ratio,displacement,False
714,True,3,3,32,0.15729337852762593,64,False,False,128,False,0.001,False,0.0001,indiv,xyPosition,True
715,False,3,1,32,0.09716713170964032,8,True,False,1024,False,0.01,False,0.0001,ratioNorm,xyPosition,False
716,False,3,3,32,0.13517185624755157,16,True,True,4096,False,0.001,False,0.001,indiv,xyPosition,False
717,True,3,2,32,0.08460970561242392,8,False,True,215,False,0.001,False,0.0001,ratio,xyPosition,True
718,True,3,1,64,0.15013333917991384,32,True,True,1024,False,0.01,False,0.001,indiv,xyPosition,False
719,False,3,2,32,0.12861713635887356,32,True,True,2048,False,0.001,False,0.0001,indiv,xyPosition,True
720,True,1,3,32,0.09697122061197344,8,True,False,2048,False,0.01,False,0.0001,indiv,displacement,False
721,False,2,2,8,0.15669838835239536,8,False,False,256,False,0.01,False,0.001,ratio,xyPosition,True
722,True,1,3,16,0.16672540301443903,64,True,False,4096,False,0.001,False,1e-05,ratio,xyPosition,False
723,False,3,1,32,0.10578409250061538,16,True,False,256,False,0.001,False,0.0001,ratio,displacement,True
724,False,1,2,8,0.09180227173679868,64,False,True,2048,False,0.01,False,1e-05,indiv,displacement,False
725,True,3,2,16,0.0738995282467079,16,False,False,215,False,0.001,False,1e-05,ratio,xyPosition,True
726,True,2,2,16,0.11371852158460106,8,False,False,215,False,0.01,False,0.001,ratioNorm,displacement,False
727,True,3,1,32,0.19332969175896203,8,False,False,215,False,0.001,False,0.0001,ratioNorm,displacement,True
728,True,2,3,64,0.1414125993949945,16,True,True,256,False,0.001,False,0.0001,indiv,xyPosition,False
729,False,2,1,8,0.10962127362482196,16,True,False,215,False,0.01,False,0.001,indiv,displacement,True
730,True,3,2,32,0.07098306115748984,8,False,False,1024,False,0.001,False,0.001,ratioNorm,xyPosition,False
731,False,3,2,16,0.15102733201838564,64,False,True,215,False,0.01,False,1e-05,ratioNorm,displacement,True
732,True,1,1,32,0.1579519885305415,32,True,False,128,False,0.001,False,1e-05,ratio,xyPosition,True
733,True,1,2,32,0.1328222958801104,16,True,False,215,False,0.001,False,1e-05,ratioNorm,xyPosition,True
734,False,2,3,8,0.050099931349733305,16,False,True,2048,False,0.001,False,1e-05,ratio,displacement,True
735,False,2,1,8,0.09661667289335092,16,True,True,1024,False,0.001,False,0.0001,ratioNorm,xyPosition,False
736,True,1,1,64,0.19276812659303083,64,False,True,4096,False,0.01,False,1e-05,ratioNorm,xyPosition,True
737,True,2,2,32,0.07250938970909376,32,True,True,1024,False,0.001,False,1e-05,ratio,displacement,True
738,True,2,1,8,0.16253960332710976,32,False,False,1024,False,0.01,False,0.001,indiv,displacement,False
739,True,3,1,8,0.09627010809765932,64,False,False,215,False,0.01,False,0.001,ratioNorm,xyPosition,True
740,True,3,1,16,0.059325068447619415,64,False,True,128,False,0.01,False,0.0001,ratioNorm,xyPosition,False
741,True,3,1,64,0.1255607139776199,64,True,False,215,False,0.01,False,1e-05,indiv,displacement,True
742,False,2,2,16,0.0806459363952529,8,True,True,256,False,0.01,False,0.0001,ratioNorm,displacement,True
743,True,2,3,8,0.1160296090019948,16,False,True,215,False,0.001,False,1e-05,ratioNorm,displacement,False
744,True,3,3,64,0.11229763190885296,16,False,False,1024,False,0.01,False,0.001,ratioNorm,displacement,True
745,True,2,1,64,0.11878967263189026,64,False,True,4096,False,0.001,False,0.0001,ratio,xyPosition,True
746,True,3,2,8,0.11930087339989828,64,True,False,128,False,0.001,False,0.0001,indiv,displacement,False
747,True,1,2,32,0.144025676746114,16,True,True,256,False,0.001,False,1e-05,ratioNorm,xyPosition,False
748,False,3,1,64,0.1348451177862573,8,False,True,215,False,0.01,False,1e-05,ratioNorm,xyPosition,False
749,True,1,2,8,0.1902864586677425,32,False,False,4096,False,0.001,False,0.001,ratioNorm,xyPosition,False
750,True,3,2,16,0.17809837340335216,16,False,False,4096,False,0.001,False,0.0001,ratioNorm,displacement,True
751,True,3,3,32,0.06204983675093913,8,False,False,128,False,0.01,False,0.0001,ratio,displacement,False
752,True,1,2,64,0.06451442446563824,64,True,False,1024,False,0.001,False,0.0001,indiv,displacement,False
753,True,3,3,16,0.07701856490627423,32,True,True,2048,False,0.001,False,0.001,indiv,xyPosition,False
754,False,3,2,8,0.08280758667476862,64,True,True,128,False,0.001,False,0.001,ratioNorm,displacement,True
755,False,2,3,16,0.15095185618418472,32,True,True,1024,False,0.001,False,0.0001,ratioNorm,xyPosition,True
756,False,3,3,32,0.1740178576449396,16,False,False,215,False,0.001,False,0.0001,ratio,displacement,True
757,False,1,2,32,0.09750938674868874,16,True,True,2048,False,0.01,False,1e-05,ratio,xyPosition,False
758,True,1,2,64,0.13990540159042714,64,True,False,4096,False,0.01,False,1e-05,indiv,displacement,False
759,False,3,3,32,0.09065324618826728,32,True,False,256,False,0.001,False,0.0001,ratio,displacement,True
760,False,3,1,16,0.09253841167941317,64,True,True,215,False,0.01,False,0.0001,ratioNorm,displacement,True
761,True,2,1,8,0.1210604345720552,64,False,False,1024,False,0.01,False,0.001,ratio,xyPosition,True
762,False,3,1,8,0.07982414837886614,8,True,False,128,False,0.01,False,0.0001,ratioNorm,xyPosition,False
763,False,2,3,8,0.12993782722486302,64,True,False,2048,False,0.01,False,0.001,ratio,displacement,False
764,True,2,1,64,0.16765115720071597,16,True,False,256,False,0.01,False,0.0001,indiv,displacement,False
765,False,2,3,64,0.17171818638540504,8,True,True,215,False,0.001,False,1e-05,ratio,xyPosition,True
766,True,1,3,32,0.15218249573535422,32,False,False,256,False,0.01,False,1e-05,indiv,xyPosition,True
767,True,2,1,32,0.19542431899084717,8,True,True,215,False,0.01,False,0.001,indiv,displacement,False
768,False,1,2,64,0.07981391263763725,32,True,True,215,False,0.01,False,1e-05,ratio,xyPosition,False
769,True,2,3,32,0.05693367673929131,8,True,False,2048,False,0.01,False,1e-05,ratio,xyPosition,False
770,False,1,3,64,0.1963405060120497,8,False,False,128,False,0.001,False,1e-05,ratioNorm,xyPosition,True
771,False,2,1,64,0.13221281862137868,32,False,True,215,False,0.01,False,0.001,ratioNorm,displacement,True
772,False,2,2,8,0.11785126675009376,16,True,True,2048,False,0.001,False,0.001,indiv,xyPosition,False
773,False,2,3,32,0.16252129248500996,32,False,True,2048,False,0.001,False,0.001,indiv,xyPosition,True
774,False,2,2,64,0.13230820192404075,64,True,False,4096,False,0.01,False,1e-05,ratio,xyPosition,False
775,True,2,1,64,0.09033805836274868,16,True,False,256,False,0.01,False,0.001,ratioNorm,displacement,False
776,False,3,2,32,0.16109305637372656,8,False,True,2048,False,0.01,False,0.0001,ratio,displacement,False
777,False,3,3,32,0.14873887853382203,16,True,True,215,False,0.01,False,0.001,indiv,xyPosition,False
778,True,1,2,64,0.05966286016675071,16,True,True,4096,False,0.001,False,1e-05,ratio,displacement,True
779,False,2,1,32,0.11762032761556898,16,False,False,4096,False,0.001,False,1e-05,ratio,displacement,True
780,True,3,3,32,0.1731837819257183,16,False,True,128,False,0.01,False,1e-05,ratioNorm,xyPosition,True
781,False,1,2,16,0.15106574336348605,32,True,True,1024,False,0.001,False,0.001,ratio,displacement,True
782,False,2,2,64,0.0531697820973305,16,False,False,215,False,0.01,False,0.001,indiv,xyPosition,True
783,False,2,3,32,0.06619019301266932,32,True,False,4096,False,0.001,False,0.0001,ratio,displacement,True
784,False,3,2,64,0.137474377880167,16,True,False,1024,False,0.01,False,0.001,ratioNorm,xyPosition,False
785,False,1,1,8,0.09461190511713775,64,False,False,1024,False,0.01,False,0.001,ratio,xyPosition,True
786,False,1,1,64,0.09463316244831266,8,True,False,1024,False,0.001,False,0.0001,indiv,xyPosition,True
787,False,3,3,64,0.1142547394262594,64,True,False,4096,False,0.001,False,0.001,indiv,displacement,False
788,True,2,2,16,0.07131793564737925,16,True,True,256,False,0.01,False,1e-05,ratio,xyPosition,True
789,True,1,1,16,0.16475845162031771,64,True,False,1024,False,0.01,False,1e-05,indiv,xyPosition,False
790,False,2,3,8,0.07930292625064098,32,True,False,128,False,0.01,False,0.001,ratio,displacement,False
791,False,2,2,8,0.051782713520087,32,True,False,256,False,0.01,False,0.001,ratio,xyPosition,False
792,True,2,1,8,0.12320518687485396,32,True,True,4096,False,0.001,False,1e-05,indiv,displacement,False
793,True,1,3,8,0.11148879904320796,8,True,True,256,False,0.001,False,1e-05,ratio,xyPosition,False
794,False,2,1,8,0.17026657608944423,8,False,False,4096,False,0.01,False,0.0001,ratioNorm,xyPosition,False
795,False,1,2,8,0.13587568721167495,8,True,True,1024,False,0.01,False,0.001,indiv,displacement,True
796,False,3,3,32,0.1815339699594869,16,True,True,215,False,0.001,False,0.0001,indiv,xyPosition,True
797,True,1,2,32,0.13404811442016365,32,False,True,256,False,0.01,False,1e-05,ratio,xyPosition,False
798,True,1,3,64,0.0929002908925096,64,False,False,4096,False,0.01,False,0.001,ratio,displacement,True
799,True,3,1,32,0.062467247427754446,16,False,True,1024,False,0.001,False,1e-05,indiv,xyPosition,True
800,False,1,2,64,0.17850071425320796,32,False,True,2048,False,0.01,False,1e-05,indiv,displacement,False
